Timestamp,Frame,TrackID,Class,Confidence,X1,Y1,X2,Y2,Width,Height,Area,Center_X,Center_Y,Speed (px/sec),NumberPlate
2025-09-26 12:13:50,365,21,car,0.85,48,199,347,360,299,161,48139,197,279,119.22,Skipped
2025-09-26 12:13:50,366,16,car,0.85,0,168,-36,360,-36,192,-6912,-18,264,50.1,Skipped
2025-09-26 12:13:50,366,18,car,0.85,162,171,418,360,256,189,48384,290,265,63.38,Skipped
2025-09-26 12:13:50,366,21,car,0.85,40,202,341,360,301,158,47558,190,281,115.34,Skipped
2025-09-26 12:13:50,367,16,car,0.85,0,168,-42,360,-42,192,-8064,-21,264,49.28,Skipped
2025-09-26 12:13:50,367,18,car,0.85,164,172,424,360,260,188,48880,294,266,67.73,Skipped
2025-09-26 12:13:50,367,21,car,0.85,32,206,335,360,303,154,46662,183,283,119.59,Skipped
2025-09-26 12:13:50,368,16,car,0.85,0,169,-48,360,-48,191,-9168,-24,264,51.32,Skipped
2025-09-26 12:13:50,368,18,car,0.85,167,174,429,360,262,186,48732,298,267,70.53,Skipped
2025-09-26 12:13:50,368,21,car,0.85,24,209,328,360,304,151,45904,176,284,120.96,Skipped
2025-09-26 12:13:51,369,16,car,0.85,0,170,-54,360,-54,190,-10260,-27,265,43.52,Skipped
2025-09-26 12:13:51,369,18,car,0.85,170,175,434,360,264,185,48840,302,267,55.05,Skipped
2025-09-26 12:13:51,369,21,car,0.85,16,213,322,360,306,147,44982,169,286,100.19,Skipped
2025-09-26 12:13:51,370,16,car,0.85,0,170,-60,360,-60,190,-11400,-30,265,44.66,N/A
2025-09-26 12:13:51,370,18,car,0.85,173,177,439,360,266,183,48678,306,268,61.38,N/A
2025-09-26 12:13:51,370,21,car,0.85,279,164,584,360,305,196,59780,431,262,3916.47,N/A
2025-09-26 12:13:51,371,16,car,0.85,0,171,-66,360,-66,189,-12474,-33,265,11.2,Skipped
2025-09-26 12:13:51,371,18,car,0.85,176,178,444,360,268,182,48776,310,269,15.39,Skipped
2025-09-26 12:13:51,371,21,car,0.85,267,162,579,360,312,198,61776,423,261,30.1,Skipped
2025-09-26 12:13:51,372,16,car,0.85,0,171,-72,360,-72,189,-13608,-36,265,29.35,Skipped
2025-09-26 12:13:51,372,18,car,0.85,179,179,449,360,270,181,48870,314,269,39.14,Skipped
2025-09-26 12:13:51,372,21,bus,0.85,274,158,588,359,314,201,63114,431,258,83.59,Skipped
2025-09-26 12:13:51,373,16,car,0.85,0,172,-78,360,-78,188,-14664,-39,266,22.34,Skipped
2025-09-26 12:13:51,373,18,car,0.85,182,181,454,360,272,179,48688,318,270,29.13,Skipped
2025-09-26 12:13:51,373,21,car,0.85,283,156,604,357,321,201,64521,443,256,85.96,Skipped
2025-09-26 12:13:51,374,16,car,0.85,0,172,-84,360,-84,188,-15792,-42,266,19.09,Skipped
2025-09-26 12:13:51,374,18,car,0.85,163,179,394,360,231,181,41811,278,269,254.58,Skipped
2025-09-26 12:13:51,374,21,car,0.85,286,154,604,352,318,198,62964,445,253,22.94,Skipped
2025-09-26 12:13:51,375,16,car,0.85,0,173,-90,360,-90,187,-16830,-45,266,16.37,Skipped
2025-09-26 12:13:51,375,18,car,0.85,157,175,379,360,222,185,41070,268,267,55.66,Skipped
2025-09-26 12:13:51,375,21,car,0.85,209,163,514,359,305,196,59780,361,261,460.52,Skipped
2025-09-26 12:13:52,376,16,car,0.85,0,173,-96,360,-96,187,-17952,-48,266,16.65,Skipped
2025-09-26 12:13:52,376,18,car,0.85,155,175,372,360,217,185,40145,263,267,27.74,Skipped
2025-09-26 12:13:52,376,21,car,0.85,181,168,477,360,296,192,56832,329,264,178.33,Skipped
2025-09-26 12:13:52,377,18,car,0.85,156,176,371,360,215,184,39560,263,268,6.15,Skipped
2025-09-26 12:13:52,377,21,car,0.85,170,173,458,360,288,187,53856,314,266,93.14,Skipped
2025-09-26 12:13:52,378,18,car,0.85,156,176,369,360,213,184,39192,262,268,8.6,Skipped
2025-09-26 12:13:52,378,21,car,0.85,161,175,449,360,288,185,53280,305,267,77.83,Skipped
2025-09-26 12:13:52,379,18,car,0.85,155,177,368,360,213,183,38979,261,268,9.31,Skipped
2025-09-26 12:13:52,379,21,car,0.85,152,177,440,360,288,183,52704,296,268,84.32,Skipped
2025-09-26 12:13:52,380,18,car,0.85,147,178,358,360,211,182,38402,252,269,140.05,N/A
2025-09-26 12:13:52,380,21,car,0.85,143,179,431,360,288,181,52128,287,269,140.05,N/A
2025-09-26 12:13:52,381,18,car,0.85,142,178,350,360,208,182,37856,246,269,35.73,Skipped
2025-09-26 12:13:52,381,21,car,0.85,134,180,422,360,288,180,51840,278,270,53.92,Skipped
2025-09-26 12:13:52,382,18,car,0.85,145,178,351,360,206,182,37492,248,269,20.05,Skipped
2025-09-26 12:13:52,382,21,car,0.85,125,182,413,360,288,178,51264,269,271,90.8,Skipped
2025-09-26 12:13:52,383,18,car,0.85,143,178,349,360,206,182,37492,246,269,22.88,Skipped
2025-09-26 12:13:52,383,21,car,0.85,116,184,404,360,288,176,50688,260,272,103.57,Skipped
2025-09-26 12:13:52,384,18,car,0.85,142,179,347,360,205,181,37105,244,269,34.4,Skipped
2025-09-26 12:13:52,384,21,car,0.85,107,186,395,360,288,174,50112,251,273,155.77,Skipped
2025-09-26 12:13:53,385,18,car,0.85,140,179,345,360,205,181,37105,242,269,34.44,Skipped
2025-09-26 12:13:53,385,21,car,0.85,97,187,386,360,289,173,49997,241,273,172.21,Skipped
2025-09-26 12:13:53,386,18,car,0.85,138,180,343,360,205,180,36900,240,270,40.97,Skipped
2025-09-26 12:13:53,386,21,car,0.85,88,189,377,360,289,171,49419,232,274,165.91,Skipped
2025-09-26 12:13:53,387,18,car,0.85,137,180,341,360,204,180,36720,239,270,19.57,Skipped
2025-09-26 12:13:53,387,21,car,0.85,79,191,367,360,288,169,48672,223,275,177.25,Skipped
2025-09-26 12:13:53,388,18,car,0.85,144,183,344,360,200,177,35400,244,271,87.59,Skipped
2025-09-26 12:13:53,388,21,car,0.85,70,193,358,360,288,167,48096,214,276,155.55,Skipped
2025-09-26 12:13:53,389,18,car,0.85,142,184,342,360,200,176,35200,242,272,22.99,Skipped
2025-09-26 12:13:53,389,21,car,0.85,61,194,349,360,288,166,47808,205,277,93.1,Skipped
2025-09-26 12:13:53,390,18,car,0.85,141,185,341,360,200,175,35000,241,272,14.23,N/A
2025-09-26 12:13:53,390,21,car,0.85,52,196,340,360,288,164,47232,196,278,128.83,N/A
2025-09-26 12:13:53,391,18,car,0.85,140,185,340,360,200,175,35000,240,272,7.39,Skipped
2025-09-26 12:13:53,391,21,car,0.85,43,198,331,360,288,162,46656,187,279,66.9,Skipped
2025-09-26 12:13:53,392,18,car,0.85,139,186,338,360,199,174,34626,238,273,50.66,Skipped
2025-09-26 12:13:53,392,21,car,0.85,34,200,322,360,288,160,46080,178,280,205.17,Skipped
2025-09-26 12:13:53,393,18,car,0.85,138,187,337,360,199,173,34427,237,273,19.0,Skipped
2025-09-26 12:13:53,393,21,car,0.85,25,201,313,360,288,159,45792,169,280,170.96,Skipped
2025-09-26 12:13:53,394,18,car,0.85,137,188,336,360,199,172,34228,236,274,18.51,Skipped
2025-09-26 12:13:53,394,21,car,0.85,15,203,304,360,289,157,45373,159,281,131.53,Skipped
2025-09-26 12:13:53,395,18,car,0.85,136,188,334,360,198,172,34056,235,274,15.45,Skipped
2025-09-26 12:13:53,395,21,car,0.85,6,205,295,360,289,155,44795,150,282,139.91,Skipped
2025-09-26 12:13:53,396,18,car,0.85,135,189,333,360,198,171,33858,234,274,15.83,Skipped
2025-09-26 12:13:53,396,21,car,0.85,0,207,286,360,286,153,43758,143,283,111.97,Skipped
2025-09-26 12:13:53,397,18,car,0.85,134,190,332,360,198,170,33660,233,275,21.14,Skipped
2025-09-26 12:13:53,397,21,car,0.85,0,208,277,360,277,152,42104,138,284,76.23,Skipped
2025-09-26 12:13:53,398,18,car,0.85,133,190,330,360,197,170,33490,231,275,31.67,Skipped
2025-09-26 12:13:53,398,21,car,0.85,0,210,268,360,268,150,40200,134,285,65.29,Skipped
2025-09-26 12:13:53,399,18,car,0.85,165,177,361,360,196,183,35868,263,268,522.76,Skipped
2025-09-26 12:13:53,399,21,car,0.85,0,212,259,360,259,148,38332,129,286,81.37,Skipped
2025-09-26 12:13:54,400,18,car,0.85,166,177,362,360,196,183,35868,264,268,14.27,N/A
2025-09-26 12:13:54,400,21,car,0.85,0,214,250,360,250,146,36500,125,287,58.83,N/A
2025-09-26 12:13:54,401,18,car,0.85,167,176,363,360,196,184,36064,265,268,11.22,Skipped
2025-09-26 12:13:54,401,21,car,0.85,0,215,241,360,241,145,34945,120,287,56.1,Skipped
2025-09-26 12:13:54,402,18,car,0.85,168,176,364,360,196,184,36064,266,268,18.31,Skipped
2025-09-26 12:13:54,402,21,car,0.85,0,217,231,360,231,143,33033,115,288,93.34,Skipped
2025-09-26 12:13:54,403,18,car,0.85,169,176,364,360,195,184,35880,266,268,0.0,Skipped
2025-09-26 12:13:54,403,21,car,0.85,0,219,222,360,222,141,31302,111,289,69.69,Skipped
2025-09-26 12:13:54,404,18,car,0.85,170,176,365,360,195,184,35880,267,268,15.67,Skipped
2025-09-26 12:13:54,404,21,car,0.85,0,221,213,360,213,139,29607,106,290,79.88,Skipped
2025-09-26 12:13:54,405,18,car,0.85,171,175,366,360,195,185,36075,268,267,19.09,Skipped
2025-09-26 12:13:54,405,21,car,0.85,0,222,204,360,204,138,28152,102,291,55.67,Skipped
2025-09-26 12:13:54,406,18,car,0.85,172,175,367,360,195,185,36075,269,267,13.98,Skipped
2025-09-26 12:13:54,406,21,car,0.85,0,224,195,360,195,136,26520,97,292,71.26,Skipped
2025-09-26 12:13:54,407,18,car,0.85,173,175,368,360,195,185,36075,270,267,15.86,Skipped
2025-09-26 12:13:54,407,21,car,0.85,0,226,186,360,186,134,24924,93,293,65.38,Skipped
2025-09-26 12:13:54,408,18,car,0.85,174,175,369,360,195,185,36075,271,267,15.46,Skipped
2025-09-26 12:13:54,409,18,car,0.85,176,174,370,360,194,186,36084,273,267,32.04,Skipped
2025-09-26 12:13:54,410,18,car,0.85,177,174,371,360,194,186,36084,274,267,14.78,N/A
2025-09-26 12:13:54,411,18,car,0.85,178,174,372,360,194,186,36084,275,267,16.09,Skipped
2025-09-26 12:13:54,412,18,car,0.85,179,173,373,360,194,187,36278,276,266,20.89,Skipped
2025-09-26 12:13:54,413,18,car,0.85,180,173,373,360,193,187,36091,276,266,0.0,Skipped
2025-09-26 12:13:55,414,18,car,0.85,181,173,374,360,193,187,36091,277,266,15.51,Skipped
2025-09-26 12:13:55,415,18,car,0.85,182,173,375,360,193,187,36091,278,266,15.94,Skipped
2025-09-26 12:13:55,416,18,car,0.85,183,172,376,360,193,188,36284,279,266,15.52,Skipped
2025-09-26 12:13:55,417,18,car,0.85,184,172,377,360,193,188,36284,280,266,14.79,Skipped
2025-09-26 12:13:55,418,18,car,0.85,186,172,378,360,192,188,36096,282,266,31.95,Skipped
2025-09-26 12:13:55,419,18,car,0.85,187,172,379,360,192,188,36096,283,266,12.66,Skipped
2025-09-26 12:13:55,420,18,car,0.85,188,171,380,360,192,189,36288,284,265,22.3,N/A
2025-09-26 12:13:55,421,18,car,0.85,185,196,401,360,216,164,35424,293,278,225.87,Skipped
2025-09-26 12:13:55,422,18,car,0.85,186,197,403,360,217,163,35371,294,278,7.27,Skipped
2025-09-26 12:13:55,423,18,car,0.85,187,198,405,360,218,162,35316,296,279,29.48,Skipped
2025-09-26 12:13:55,424,18,car,0.85,187,199,407,360,220,161,35420,297,279,15.41,Skipped
2025-09-26 12:13:55,425,18,car,0.85,188,200,409,360,221,160,35360,298,280,25.75,Skipped
2025-09-26 12:13:55,426,18,car,0.85,189,201,411,360,222,159,35298,300,280,33.3,Skipped
2025-09-26 12:13:55,427,18,car,0.85,190,202,412,360,222,158,35076,301,281,22.1,Skipped
2025-09-26 12:13:55,428,18,car,0.85,191,203,414,360,223,157,35011,302,281,15.56,Skipped
2025-09-26 12:13:56,429,18,car,0.85,192,204,416,360,224,156,34944,304,282,34.35,Skipped
2025-09-26 12:13:56,430,18,car,0.85,193,205,418,360,225,155,34875,305,282,12.82,N/A
2025-09-26 12:13:56,431,18,car,0.85,193,205,420,360,227,155,35185,306,282,14.27,Skipped
